decay_routes
"120Tc,B-,100%,3417.01keV,0.021seconds,120Ru,B-,100%,2361.0keV,0.045seconds,120Rh,B-,100%,3261.0keV,0.132seconds,120Pd,B-,100%,1343.0keV,0.492seconds,120Ag,B-,100%,2287.0keV,1.23seconds,120Cd,B-,100%,677.0keV,50.8seconds,120In,B-,100%,2240.0keV,3.08seconds,120Sn,stable"
"120Tc,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"120Tc,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"120Tc,B-,100%,3417.01keV,0.021seconds,120Ru,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"120Tc,B-,100%,3417.01keV,0.021seconds,120Ru,B-,100%,2361.0keV,0.045seconds,120Rh,B-N,5.4%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"120Tc,B-,100%,3417.01keV,0.021seconds,120Ru,B-,100%,2361.0keV,0.045seconds,120Rh,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"120Tc,B-,100%,3417.01keV,0.021seconds,120Ru,B-,100%,2361.0keV,0.045seconds,120Rh,B-,100%,3261.0keV,0.132seconds,120Pd,B-N,0.7%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"120Tc,B-,100%,3417.01keV,0.021seconds,120Ru,B-,100%,2361.0keV,0.045seconds,120Rh,B-,100%,3261.0keV,0.132seconds,120Pd,B-,100%,1343.0keV,0.492seconds,120Ag,B-N,0.003%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
