decay_routes
"190Hg,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"190Hg,A,0.00000034%,0.0keV,1200seconds,186Pt,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"190Hg,A,0.00000034%,0.0keV,1200seconds,186Pt,A,0.00014%,0.0keV,7488seconds,182Os,EC,100%,EC not yet accounted for,78624seconds,EC not yet accounted for"
