decay_routes
"121Ce,EC+B+,100%,0.0keV,1.1seconds,121La,EC+B+,100%,0.0keV,5.3seconds,121Ba,EC+B+,100%,0.0keV,29.7seconds,121Cs,EC+B+,100%,1717.87keV,155seconds,121Xe,EC+B+,100%,534.99keV,2406seconds,121I,EC+B+,100%,49.91keV,7632seconds,121Te,EC+B+,100%,0.0keV,1656288seconds,121Sb,stable"
"121Ce,ECP,1%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
