decay_routes
"125Cd,B-,100%,2220.0keV,0.68seconds,125In,B-,100%,1808.26keV,2.36seconds,125Sn,B-,100%,801.71keV,832896seconds,125Sb,B-,100%,77.59keV,87051673.71647051seconds,125Te,stable"
