decay_routes
"144Xe,B-,100%,1606.0keV,1.15seconds,144Cs,B-,100%,2589.27keV,0.994seconds,144Ba,B-,100%,929.8keV,11.5seconds,144La,B-,100%,986.2keV,40.8seconds,144Ce,B-,100%,82.11keV,24616224seconds,144Pr,B-,100%,1208.48keV,1036.8seconds,144Nd,A,100%,1850.24keV,7.226536048181568e22seconds,140Ce,stable"
"144Xe,B-,100%,1606.0keV,1.15seconds,144Cs,B-N,3.03%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
