decay_routes
"158Tb,EC+B+,83.4%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"158Tb,B-,16.6%,44.66keV,5680246675.42656seconds,158Dy,stable"
