decay_routes
"59Sc,B-,100%,Energy not foundkeV, seconds,59Ti,B-,100%,4179.95keV,0.0285seconds,59V,B-,100%,3416.67keV,0.097seconds,59Cr,B-,100%,2480.0keV,0.74seconds,59Mn,B-,100%,2037.52keV,4.59seconds,59Fe,B-,100%,117.49keV,3843936seconds,59Co,stable"
"59Sc,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"59Sc,B-,100%,Energy not foundkeV, seconds,59Ti,B-,100%,4179.95keV,0.0285seconds,59V,B-N,0.03%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
