decay_routes
"79Y,EC+B+,100%,1295.66keV,14.8seconds,79Sr,EC+B+,100%,1883.5keV,135seconds,79Rb,EC+B+,100%,771.44keV,1374seconds,79Kr,EC+B+,100%,18.25keV,126144seconds,79Br,stable"
"79Y,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
