decay_routes
"171Dy,B-,100%,549.45keV,4.1seconds,171Ho,B-,100%,902.97keV,53seconds,171Er,B-,100%,358.79keV,27057.6seconds,171Tm,B-,100%,23.76keV,60589297.87121664seconds,171Yb,stable"
