decay_routes
"17C,B-,100%,3666.14keV,0.193seconds,17N,B-,100%,1720.12keV,4.173seconds,17O,stable"
"17C,B-N,26%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"17C,B-,100%,3666.14keV,0.193seconds,17N,B-N,95.1%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"17C,B-,100%,3666.14keV,0.193seconds,17N,B-A,0.0025%,B-A not yet accounted for,B-A not accounted for ,B-A not yet accounted for"
