decay_routes
"86Ru,EC+B+, %,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"86Ru,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
