decay_routes
"96Ag,EC+B+,100%,2285.86keV,4.4seconds,96Pd,EC+B+,100%,206.49keV,122seconds,96Rh,EC+B+,100%,680.92keV,594seconds,96Ru,stable"
"96Ag,ECP,8.5%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
