decay_routes
"143Ho,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
"143Ho,EC+B+, %,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
