decay_routes
"124Pr,EC+B+,100%,0.0keV,1.2seconds,124Ce,EC+B+,100%,0.0keV,6seconds,124La,EC+B+,100%,0.0keV,21seconds,124Ba,EC+B+,100%,79.73keV,660seconds,124Cs,EC+B+,100%,1902.65keV,30.9seconds,124Xe,2B+, %,2B+ not yet accounted for,2B+ not accounted for ,2B+ not yet accounted for"
"124Pr,ECP,0%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
