decay_routes
"80Ga,B-,100%,3122.0keV,1.9seconds,80Ge,B-,100%,1050.27keV,29.5seconds,80As,B-,100%,2147.7keV,15.2seconds,80Se,2B-, %,2B- not yet accounted for,2B- not accounted for ,2B- not yet accounted for"
"80Ga,B-N,0.86%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
