decay_routes
"82Cu,B-,100%,4689.0keV,0.033seconds,82Zn,B-,100%,4231.72keV,0.166seconds,82Ga,B-,100%,3795.92keV,0.6seconds,82Ge,B-,100%,1448.86keV,4seconds,82As,B-,100%,2663.86keV,19.1seconds,82Se,2B-,100%,2B- not yet accounted for,2B- not accounted for ,2B- not yet accounted for"
"82Cu,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"82Cu,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"82Cu,B-,100%,4689.0keV,0.033seconds,82Zn,B-N,69%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"82Cu,B-,100%,4689.0keV,0.033seconds,82Zn,B-,100%,4231.72keV,0.166seconds,82Ga,B-N,22.2%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
