decay_routes
"168Tm,EC+B+,99.99%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"168Tm,B-,0.01%,0.00455keV,8043840seconds,168Yb,stable"
