decay_routes
"56V,B-,100%,4222.7keV,0.216seconds,56Cr,B-,100%,590.0keV,356.4seconds,56Mn,B-,100%,832.43keV,9284.04seconds,56Fe,stable"
"56V,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
