decay_routes
"244Es,EC,96%,EC not yet accounted for,37seconds,EC not yet accounted for"
"244Es,A,4%,0.0keV,37seconds,240Bk,ECSF,0.002%,ECSF not yet accounted for,ECSF not accounted for ,ECSF not yet accounted for"
"244Es,A,4%,0.0keV,37seconds,240Bk,EC+B+, %,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
