decay_routes
"223Pa,A,100%,8102.85keV,0.0051seconds,219Ac,A,100%,nothingkeV,0.0000118seconds,215Fr,A,100%,9360.0keV,0.000000086seconds,211At,EC,58.2%,EC not yet accounted for,25970.4seconds,EC not yet accounted for"
"223Pa,A,100%,8102.85keV,0.0051seconds,219Ac,A,100%,nothingkeV,0.0000118seconds,215Fr,A,100%,9360.0keV,0.000000086seconds,211At,A,41.8%,2453.73keV,25970.4seconds,207Bi,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
