decay_routes
"78Y,EC+B+,100%,0.0keV,0.053seconds,78Sr,EC+B+,100%,0.0keV,160seconds,78Rb,EC+B+,100%,1178.33keV,1059.6seconds,78Kr,stable"
"78Y,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
