decay_routes
"167Ir,A,48%,0.0keV,0.0352seconds,163Re,EC+B+,68%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"167Ir,P,32%,0.0keV,P not accounted for ,166Os,A,72%,4314.96keV,0.213seconds,162W,EC+B+,54.8%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"167Ir,EC+B+,20%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"167Ir,A,48%,0.0keV,0.0352seconds,163Re,A,32%,0.0keV,0.39seconds,159Ta,EC+B+,66%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"167Ir,P,32%,0.0keV,P not accounted for ,166Os,EC+B+,28%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"167Ir,P,32%,0.0keV,P not accounted for ,166Os,A,72%,4314.96keV,0.213seconds,162W,A,45.2%,2502.27keV,1.19seconds,158Hf,EC+B+,55.7%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"167Ir,A,48%,0.0keV,0.0352seconds,163Re,A,32%,0.0keV,0.39seconds,159Ta,A,34%,1876.12keV,0.83seconds,155Lu,A,90%,0.0keV,0.068seconds,151Tm,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"167Ir,P,32%,0.0keV,P not accounted for ,166Os,A,72%,4314.96keV,0.213seconds,162W,A,45.2%,2502.27keV,1.19seconds,158Hf,A,44.3%,2333.72keV,2.85seconds,154Yb,A,92.6%,4936.41keV,0.409seconds,150Er,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"167Ir,A,48%,0.0keV,0.0352seconds,163Re,A,32%,0.0keV,0.39seconds,159Ta,A,34%,1876.12keV,0.83seconds,155Lu,EC+B+,10%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"167Ir,P,32%,0.0keV,P not accounted for ,166Os,A,72%,4314.96keV,0.213seconds,162W,A,45.2%,2502.27keV,1.19seconds,158Hf,A,44.3%,2333.72keV,2.85seconds,154Yb,EC+B+,7.4%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
