decay_routes
"23N,B-,100%,Energy not foundkeV,0.0141seconds,23O,B-,100%,3763.33keV,0.097seconds,23F,B-,100%,2968.32keV,2.23seconds,23Ne,B-,100%,1900.34keV,37.25seconds,23Na,stable"
"23N,B-N,42%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"23N,B-2N,8%,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"23N,B-,100%,Energy not foundkeV,0.0141seconds,23O,B-N,7%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"23N,B-,100%,Energy not foundkeV,0.0141seconds,23O,B-,100%,3763.33keV,0.097seconds,23F,B-N,14%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
