decay_routes
"43Ti,EC+B+,100%,2636.51keV,0.509seconds,43Sc,EC+B+,100%,419.49keV,14007.6seconds,43Ca,stable"
"43Ti,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
