decay_routes
"45Fe,2P,57%,2P not yet accounted for,2P not accounted for ,43Cr"
"45Fe,B+P,43%,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
"45Fe,EC+B+,43%,0.0keV,0.00189seconds,45Mn,stable"
