decay_routes
"171Re,EC+B+,100%,1206.82keV,15.2seconds,171W,EC+B+,100%,0.0keV,142.8seconds,171Ta,EC+B+,100%,0.0keV,1398seconds,171Hf,EC+B+,100%,0.0keV,43560seconds,171Lu,EC+B+,100%,0.0111keV,712540.8seconds,171Yb,stable"
