decay_routes
"270Db,SF,100%,SF not yet accounted for,SF not accounted for ,SF not yet accounted for"
"270Db,A, %,0.0keV,54000seconds,266Lr,SF,100%,SF not yet accounted for,SF not accounted for ,SF not yet accounted for"
