decay_routes
"152La,B-,100%,2355.0keV,0.298seconds,152Ce,B-,100%,1166.0keV,1.4seconds,152Pr,B-,100%,1977.8keV,3.57seconds,152Nd,B-,100%,338.57keV,684seconds,152Pm,B-,100%,1303.6keV,247.2seconds,152Sm,stable"
"152La,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
