decay_routes
"8Li,B-,100%,6248.0keV,0.8399seconds,8Be,A,100%,45.95keV,8.190982317260066e-17seconds,4He,stable"
"8Li,B-A,100%,B-A not yet accounted for,B-A not accounted for ,B-A not yet accounted for"
