decay_routes
"39Al,B-,100%,6835.98keV,0.0076seconds,39Si,B-,100%,5064.14keV,0.0475seconds,39P,B-,100%,3463.33keV,0.28seconds,39S,B-,100%,2189.72keV,11.5seconds,39Cl,B-,100%,826.36keV,3372seconds,39Ar,B-,100%,218.8keV,8457256161.190656seconds,39K,stable"
"39Al,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"39Al,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"39Al,B-,100%,6835.98keV,0.0076seconds,39Si,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"39Al,B-,100%,6835.98keV,0.0076seconds,39Si,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"39Al,B-,100%,6835.98keV,0.0076seconds,39Si,B-,100%,5064.14keV,0.0475seconds,39P,B-N,26%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
