decay_routes
"67Fe,B-,100%,3708.0keV,0.6seconds,67Co,B-,100%,3010.0keV,0.425seconds,67Ni,B-,100%,1539.58keV,21seconds,67Cu,B-,100%,141.21keV,222588seconds,67Zn,stable"
