decay_routes
"204Po,EC+B+,99.33%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"204Po,A,0.67%,35.49keV,12668.4seconds,200Pb,EC,100%,EC not yet accounted for,77400seconds,EC not yet accounted for"
