decay_routes
"175Pt,A,64%,3792.53keV,2.53seconds,171Os,EC+B+,98.2%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"175Pt,EC+B+,36%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"175Pt,A,64%,3792.53keV,2.53seconds,171Os,A,1.8%,94.3keV,8.3seconds,167W,EC+B+,99.96%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"175Pt,A,64%,3792.53keV,2.53seconds,171Os,A,1.8%,94.3keV,8.3seconds,167W,A,0.04%,0.0keV,19.9seconds,163Hf,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"175Pt,A,64%,3792.53keV,2.53seconds,171Os,A,1.8%,94.3keV,8.3seconds,167W,A,0.04%,0.0keV,19.9seconds,163Hf,A,0.0001%,0.0keV,40seconds,159Yb,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
