decay_routes
"172Dy,B-, %,1014.0keV,0.00000016seconds,172Ho,B-,100%,1253.18keV,25seconds,172Er,B-,100%,101.92keV,177480seconds,172Tm,B-,100%,491.3keV,228960seconds,172Yb,stable"
