decay_routes
"154Ce,B-,100%,1694.0keV,0.722seconds,154Pr,B-,100%,1767.28keV,2.3seconds,154Nd,B-,100%,856.2keV,25.9seconds,154Pm,B-,100%,849.1keV,160.8seconds,154Sm,stable"
"154Ce,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
