decay_routes
"183Lu,B-,100%,1196.89keV,58seconds,183Hf,B-,100%,489.9keV,3664.8seconds,183Ta,B-,100%,187.84keV,440640seconds,183W,A, %,0.0keV,2.114314040297664e28seconds,179Hf,stable"
"183Lu,B-,100%,1196.89keV,58seconds,183Hf,IT,100%,IT not yet accounted for,IT not accounted for ,IT not yet accounted for"
