decay_routes
"192Bi,EC+B+,88%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"192Bi,A,12%,727.87keV,34.6seconds,188Tl,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
