decay_routes
"159Pm,B-,100%,1782.0keV,1.5seconds,159Sm,B-,100%,1372.0keV,11.37seconds,159Eu,B-,100%,867.44keV,1086seconds,159Gd,B-,100%,302.92keV,66524.4seconds,159Tb,stable"
