decay_routes
"161Pm,B-,100%,2108.0keV,1.05seconds,161Sm,B-,100%,1507.0keV,4.8seconds,161Eu,B-,100%,1235.0keV,26seconds,161Gd,B-,100%,558.86keV,219.6seconds,161Tb,B-,100%,155.69keV,595296seconds,161Dy,A, %,0.0keV, seconds,157Gd,stable"
"161Pm,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
