decay_routes
"100Nb,B-,100%,2414.0keV,1.4seconds,100Mo,2B-,100%,2B- not yet accounted for,2B- not accounted for ,2B- not yet accounted for"
"100Nb,B-,100%,2414.0keV,1.4seconds,100Mo,2B-,100%,2B- not yet accounted for,2B- not accounted for ,2B- not yet accounted for"
