decay_routes
"18C,B-,100%,3556.1keV,0.092seconds,18N,B-,100%,3476.18keV,0.619seconds,18O,stable"
"18C,B-N,31.5%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"18C,B-,100%,3556.1keV,0.092seconds,18N,B-A,12.2%,B-A not yet accounted for,B-A not accounted for ,B-A not yet accounted for"
"18C,B-,100%,3556.1keV,0.092seconds,18N,B-N,12%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
