decay_routes
"78Ni,B-,100%,3929.0keV,0.11seconds,78Cu,B-,100%,3830.0keV,0.335seconds,78Zn,B-,100%,2250.0keV,1.47seconds,78Ga,B-,100%,2578.32keV,5.09seconds,78Ge,B-,100%,227.14keV,5280seconds,78As,B-,100%,1257.37keV,5442seconds,78Se,stable"
"78Ni,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"78Ni,B-,100%,3929.0keV,0.11seconds,78Cu,B-N,65%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
