decay_routes
"141Gd,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"141Gd,B+P,0.03%,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
