decay_routes
"142Tb,EC+B+,100%,4102.89keV,0.597seconds,142Gd,EC+B+,100%,729.1keV,70.2seconds,142Eu,EC+B+,100%,2764.66keV,2.34seconds,142Sm,EC+B+,100%,38.55keV,4349.4seconds,142Pm,EC+B+,100%,1353.07keV,40.5seconds,142Nd,stable"
"142Tb,B+P,0.0022%,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
