decay_routes
"160Lu,EC+B+,100%,0.0keV,36.1seconds,EC+B+ not yet accounted for"
"160Lu,A,0.0001%,0.0keV,36.1seconds,156Tm,EC+B+,99.936%,0.0keV,83.8seconds,EC+B+ not yet accounted for"
"160Lu,A,0.0001%,0.0keV,36.1seconds,156Tm,A,0.064%,2.71keV,83.8seconds,152Ho,EC+B+,88%,685.27keV,161.8seconds,EC+B+ not yet accounted for"
"160Lu,A,0.0001%,0.0keV,36.1seconds,156Tm,A,0.064%,2.71keV,83.8seconds,152Ho,A,12%,528.34keV,161.8seconds,148Tb,EC+B+,100%,818.13keV,3600seconds,EC+B+ not yet accounted for"
