decay_routes
"47Ar,B-,100%,3548.74keV,1.23seconds,47K,B-,100%,1809.53keV,17.5seconds,47Ca,B-,100%,398.69keV,391910.4seconds,47Sc,B-,100%,161.97keV,289370.88seconds,47Ti,stable"
"47Ar,B-N,0.2%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
