decay_routes
"213Rn,A,100%,8072.45keV,0.0194seconds,209Po,A,99.546%,4857.73keV,3913058820.849408seconds,205Pb,EC,100%,EC not yet accounted for,536467741568064seconds,EC not yet accounted for"
"213Rn,A,100%,8072.45keV,0.0194seconds,209Po,EC+B+,0.454%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
