decay_routes
"101Zr,B-,100%,2195.15keV,2.3seconds,101Nb,B-,100%,1797.0keV,7.1seconds,101Mo,B-,100%,522.31keV,876.6seconds,101Tc,B-,100%,473.57keV,853.2seconds,101Ru,stable"
