decay_routes
"204Tl,B-,97.08%,236.92keV,119379850.96188153seconds,204Pb,A, %,1933.0keV,4.41796963644288e24seconds,200Hg,stable"
"204Tl,EC+B+,2.92%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
