decay_routes
"146Dy,EC+B+,100%,768.07keV,33.2seconds,146Tb,EC+B+,100%,3004.2keV,8seconds,146Gd,EC+B+,100%,0.0keV,4170528seconds,146Eu,EC+B+,100%,31.8keV,398304seconds,146Sm,A,100%,2460.0keV,2.145870966272256e15seconds,142Nd,stable"
