decay_routes
"21Mg,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"21Mg,B+P,32.6%,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
"21Mg,B+A,0.5%,B+A not yet accounted for,B+A not accounted for ,B+A not yet accounted for"
