decay_routes
"91Rh,EC+B+,100%,3699.6keV,1.47seconds,91Ru,EC+B+,100%,3033.0keV,8seconds,91Tc,EC+B+,100%,1661.45keV,188.4seconds,91Mo,EC+B+,100%,1449.24keV,929.4seconds,91Nb,EC+B+,100%,0.186keV,21458709662.72256seconds,91Zr,stable"
"91Rh,B+P,1.3%,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
