decay_routes
"220Fr,A,99.65%,6551.02keV,27.4seconds,216At,A,100%,7815.09keV,0.0003seconds,212Bi,B-,64.06%,493.92keV,3633seconds,212Po,A,100%,8784.86keV,0.0000002943seconds,208Pb,stable"
"220Fr,B-,0.35%,1.35keV,27.4seconds,220Ra,A,100%,7448.48keV,0.018seconds,216Rn,A,100%,Energy not foundkeV,0.000045seconds,212Po,A,100%,8784.86keV,0.0000002943seconds,208Pb,stable"
"220Fr,A,99.65%,6551.02keV,27.4seconds,216At,B-,0.006%,0.0keV,0.0003seconds,216Rn,A,100%,Energy not foundkeV,0.000045seconds,212Po,A,100%,8784.86keV,0.0000002943seconds,208Pb,stable"
"220Fr,A,99.65%,6551.02keV,27.4seconds,216At,EC,0.0000003%,EC not yet accounted for,0.0003seconds,EC not yet accounted for"
"220Fr,A,99.65%,6551.02keV,27.4seconds,216At,A,100%,7815.09keV,0.0003seconds,212Bi,A,35.94%,2175.34keV,3633seconds,208Tl,B-,100%,559.47keV,183.18seconds,208Pb,stable"
