decay_routes
"31Ar,EC,100%,EC not yet accounted for,0.0144seconds,EC not yet accounted for"
"31Ar,B+P,63%,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
"31Ar,B+2P,7.2%,B+2P not yet accounted for,B+2P not accounted for ,B+2P not yet accounted for"
