decay_routes
"39Ti,ECP+EC2P,100%,ECP+EC2P not yet accounted for,ECP+EC2P not accounted for ,ECP+EC2P not yet accounted for"
"39Ti,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"39Ti,ECP,93.7%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
