decay_routes
"256Db,A,70%,5772.06keV,1.6seconds,252Lr,EC+B+,60%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"256Db,EC,30%,EC not yet accounted for,1.6seconds,EC not yet accounted for"
"256Db,SF, %,SF not yet accounted for,SF not accounted for ,SF not yet accounted for"
"256Db,A,70%,5772.06keV,1.6seconds,252Lr,A,40%,9007.0keV,0.33seconds,248Md,EC,80%,EC not yet accounted for,7seconds,EC not yet accounted for"
"256Db,A,70%,5772.06keV,1.6seconds,252Lr,SF,2%,SF not yet accounted for,SF not accounted for ,SF not yet accounted for"
"256Db,A,70%,5772.06keV,1.6seconds,252Lr,A,40%,9007.0keV,0.33seconds,248Md,A,20%,1666.0keV,7seconds,244Es,EC,96%,EC not yet accounted for,37seconds,EC not yet accounted for"
"256Db,A,70%,5772.06keV,1.6seconds,252Lr,A,40%,9007.0keV,0.33seconds,248Md,A,20%,1666.0keV,7seconds,244Es,A,4%,0.0keV,37seconds,240Bk,ECSF,0.002%,ECSF not yet accounted for,ECSF not accounted for ,ECSF not yet accounted for"
"256Db,A,70%,5772.06keV,1.6seconds,252Lr,A,40%,9007.0keV,0.33seconds,248Md,A,20%,1666.0keV,7seconds,244Es,A,4%,0.0keV,37seconds,240Bk,EC+B+, %,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
