decay_routes
"31Cl,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"31Cl,ECP,2.4%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
