decay_routes
"168Sm,B-,100%,1670.38keV, seconds,168Eu,B-,100%,2168.0keV,0.2seconds,168Gd,B-,100%,1521.0keV,3.03seconds,168Tb,B-,100%,600.1keV,8.2seconds,168Dy,B-,100%,368.77keV,522seconds,168Ho,B-,100%,748.59keV,179.4seconds,168Er,stable"
"168Sm,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"168Sm,B-,100%,1670.38keV, seconds,168Eu,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
