decay_routes
"148Ho,EC+B+,100%,3908.91keV,2.2seconds,148Dy,EC+B+,100%,17.91keV,198seconds,148Tb,EC+B+,100%,818.13keV,3600seconds,148Gd,A,100%,3182.69keV,2243697436.7934914seconds,144Sm,stable"
