decay_routes
"132Pm,EC+B+,100%,1880.91keV,6.2seconds,132Nd,EC+B+,100%,480.29keV,94seconds,132Pr,EC+B+,100%,0.0keV,96seconds,132Ce,EC+B+,100%,0.0keV,12636seconds,132La,EC+B+,100%,543.54keV,17280seconds,132Ba,2B+, %,2B+ not yet accounted for,2B+ not accounted for ,2B+ not yet accounted for"
"132Pm,ECP,0.00005%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
