decay_routes
"165Re,EC+B+,86%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"165Re,A,14%,0.0keV,1.6seconds,161Ta,A, %,Energy not foundkeV, seconds,157Lu,A,0%,0.0keV,6.8seconds,153Tm,A,91%,4644.0keV,1.48seconds,149Ho,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"165Re,A,14%,0.0keV,1.6seconds,161Ta,EC+B+, %,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"165Re,A,14%,0.0keV,1.6seconds,161Ta,A, %,Energy not foundkeV, seconds,157Lu,A,0%,0.0keV,6.8seconds,153Tm,EC+B+,9%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
