decay_routes
"55Sc,B-,100%,4030.0keV,0.105seconds,55Ti,B-,100%,3071.89keV,1.3seconds,55V,B-,100%,2382.43keV,6.54seconds,55Cr,B-,100%,1100.99keV,209.82seconds,55Mn,stable"
"55Sc,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
