decay_routes
"40Ti,EC+B+,100%,3560.88keV,0.0524seconds,40Sc,EC+B+,100%,3376.48keV,0.1823seconds,40Ca,stable"
"40Ti,ECP,100%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
"40Ti,EC+B+,100%,3560.88keV,0.0524seconds,40Sc,ECP,0.44%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
"40Ti,EC+B+,100%,3560.88keV,0.0524seconds,40Sc,ECA,0.017%,ECA not yet accounted for,ECA not accounted for ,ECA not yet accounted for"
