decay_routes
"164Pm,B-,100%,2348.0keV, seconds,164Sm,B-,100%,1803.0keV,1.43seconds,164Eu,B-,100%,1563.0keV,4.15seconds,164Gd,B-,100%,516.11keV,45seconds,164Tb,B-,100%,828.42keV,180seconds,164Dy,stable"
"164Pm,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"164Pm,B-,100%,2348.0keV, seconds,164Sm,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
